prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmca_pmo_maxim	prmca_pmo_utiliz	prmca_pmo_reserv	prmca_psa_discon	prmca_psa_conta	saldo_actual_giros	monto_mitigador
215	1	0	2402490	31000000.00	19003291.03	0.00	11996708.97	11996708.97	16924279.85	27008273.99	
341	1	0	2402491	40000000.00	13303561.80	0.00	26696438.20	26696438.20	13235700.67	0.00	
345	1	0	2402492	40000000.00	21134346.68	0.00	18865653.32	18865653.32	21134346.68	0.00	
321	1	0	2402493	5000000.00	4000000.00	0.00	1000000.00	1000000.00	4000000.00	3983417.84	
290	1	0	2402497	115000000.00	107787220.08	0.00	7212779.92	7212779.92	100078519.11	126881054.90	
290	1	0	2402501	16000000.00	0.00	0.00	16000000.00	16000000.00	0.00	13934567.78	
290	1	0	2402503	30000000.00	25208113.38	0.00	4791886.62	4791886.62	25208113.38	55905192.08	
210	1	0	2402504	55000000.00	52446566.38	0.00	2553433.62	2553433.62	52446566.38	55000000.00	
275	1	0	2402508	55000000.00	20696876.32	0.00	34303123.68	34303123.68	20696876.32	55000000.00	
290	1	0	2402509	5000000.00	2590118.48	0.00	2409881.52	2409881.52	2590118.48	1993695.85	
660	1	0	2402513	15000000.00	7139568.77	0.00	7860431.23	7860431.23	0.00	15000000.00	
346	1	0	2402514	44000000.00	26683235.44	0.00	17316764.56	17316764.56	26683235.44	44000000.00	
255	1	0	2402515	270000000.00	199779748.76	0.00	70220251.24	70220251.24	169528758.91	0.00	
290	1	3	2402516	15000000.00	0.00	15000000.00	0.00	0.00	0.00	0.00	
493	1	0	2402520	290000000.00	34342328.44	11327500.00	244330171.56	255657671.56	30403349.64	290000000.00	
493	1	3	2402521	100000000.00	0.00	75208819.00	24791181.00	100000000.00	0.00	290000000.00	
225	1	0	2402527	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	10000000.00	
265	1	0	2402528	17000000.00	0.00	0.00	0.00	0.00	0.00	15770348.63	
255	1	0	2402529	30000000.00	21344000.19	0.00	8655999.81	8655999.81	21344000.19	0.00	
346	1	0	2402530	20000000.00	12162503.60	0.00	7837496.40	7837496.40	12162503.60	20000000.00	
953	1	0	2402532	41000000.00	34430516.27	0.00	6569483.73	6569483.73	34430516.27	10373029.79	
347	1	0	2402533	150000000.00	119263904.76	0.00	30736095.24	30736095.24	119263904.76	0.00	
255	1	0	2402535	26000000.00	0.00	0.00	0.00	0.00	0.00	22233188.80	
660	1	0	2402537	50000000.00	43489028.81	0.00	6510971.19	6510971.19	43489028.81	50000000.00	
295	1	0	2402538	75000000.00	36173124.05	0.00	38826875.95	38826875.95	0.00	75000000.00	
295	1	0	2402539	75000000.00	38446306.25	0.00	36553693.75	36553693.75	0.00	302137056.00	
265	1	0	2402544	49200000.00	30871827.83	0.00	18328172.17	18328172.17	30871827.83	29023823.06	
660	1	0	2402545	15000000.00	14531314.80	0.00	468685.20	468685.20	14531314.80	0.00	
341	1	0	2402547	10700000.00	9945208.10	0.00	754791.90	754791.90	0.00	0.00	
541	1	0	2402549	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	21062991.95	
302	1	0	2402550	148000000.00	130115759.18	0.00	17884240.82	17884240.82	111589936.43	157677633.81	
255	1	0	2402551	48000000.00	0.00	0.00	48000000.00	48000000.00	0.00	48000000.00	
255	1	0	2402552	36000000.00	0.00	0.00	36000000.00	36000000.00	0.00	0.00	
205	1	0	2402556	36500000.00	33677324.99	0.00	2822675.01	2822675.01	33677324.99	57500801.89	
334	1	0	2402557	15000000.00	9437472.22	0.00	5562527.78	5562527.78	9437472.22	0.00	
660	1	0	2402560	18800000.00	9785782.74	0.00	9014217.26	9014217.26	9785782.74	0.00	
341	1	0	2402561	40000000.00	30992134.05	0.00	9007865.95	9007865.95	30992134.05	0.00	
240	1	0	2402562	176147000.00	30288843.14	0.00	145858156.86	145858156.86	30288843.14	230323203.75	
341	1	0	2402563	22000000.00	0.00	0.00	22000000.00	22000000.00	0.00	0.00	
660	1	0	2402565	24000000.00	13065653.49	0.00	10934346.51	10934346.51	6439641.56	24000000.00	
290	1	0	2402566	5000000.00	3760874.78	0.00	1239125.22	1239125.22	3760874.78	4986135.38	
250	1	0	2402568	15000000.00	0.00	0.00	0.00	0.00	0.00	15000000.00	
250	1	0	2402573	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	11000000.00	
953	1	0	2402577	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
285	1	0	2402578	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	9829821.57	
302	1	0	2402579	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	20000000.00	
290	1	0	2402581	10000000.00	9022642.37	0.00	977357.63	977357.63	9022642.37	4995711.12	
346	1	0	2402583	30000000.00	20916051.91	0.00	9083948.09	9083948.09	20916051.91	30000000.00	
297	1	0	2402584	26000000.00	18995394.30	0.00	7004605.70	7004605.70	18995394.30	26000000.00	
245	1	0	2402585	13000000.00	0.00	0.00	13000000.00	13000000.00	0.00	13000000.00	
660	1	0	2402586	70000000.00	59350628.94	0.00	10649371.06	10649371.06	43461680.79	84385875.09	
290	1	0	2402587	250000000.00	225794545.90	0.00	24205454.10	24205454.10	225794545.90	93747635.54	
210	1	0	2402588	500000000.00	460869510.84	0.00	39130489.16	39130489.16	411071242.39	0.00	
290	1	0	2402589	5000000.00	4263584.25	0.00	736415.75	736415.75	4263584.25	5000000.00	
250	1	0	2402590	20000000.00	2031422.48	0.00	17968577.52	17968577.52	711768.98	20000000.00	
660	1	0	2402591	25000000.00	19544965.79	0.00	5455034.21	5455034.21	15817327.39	19010820.00	
953	1	0	2402597	6400000.00	0.00	0.00	6400000.00	6400000.00	0.00	6100000.00	
290	1	0	2402598	480000000.00	355895670.72	4114016.05	119990313.23	124104329.28	355895670.72	480000000.00	
245	1	0	2402601	75000000.00	69456729.29	0.00	5543270.71	5543270.71	0.00	0.00	
479	1	0	2402603	40000000.00	11159676.15	0.00	28840323.85	28840323.85	8640021.57	10046250.00	
290	1	0	2402606	20000000.00	17798828.58	0.00	2201171.42	2201171.42	17798828.58	39712714.08	
295	1	0	2402608	20000000.00	8779814.60	0.00	11220185.40	11220185.40	8779814.60	13145517.78	
290	1	0	2402610	30000000.00	807875.04	0.00	29192124.96	29192124.96	807875.04	39183383.23	
660	1	0	2402611	130000000.00	114632106.25	0.00	15367893.75	15367893.75	98744519.05	180069164.80	
255	1	0	2402615	45000000.00	40848913.98	0.00	4151086.02	4151086.02	34658162.71	0.00	
920	1	0	2402619	68800000.00	62896388.24	0.00	5903611.76	5903611.76	62896388.24	55435535.69	
290	1	0	2402621	25000000.00	21409136.50	0.00	3590863.50	3590863.50	21409136.50	24960361.10	
295	1	0	2402622	15000000.00	9291107.48	0.00	5708892.52	5708892.52	9037449.73	16437657.26	
341	1	0	2402623	50000000.00	39848588.40	0.00	10151411.60	10151411.60	8056802.85	0.00	
210	1	0	2402624	33000000.00	4471320.45	0.00	28528679.55	28528679.55	4471320.45	58763940.97	
334	1	0	2402629	25000000.00	7339149.48	0.00	17660850.52	17660850.52	7339149.48	25000000.00	
215	1	0	2402630	30000000.00	19181488.15	0.00	10818511.85	10818511.85	19181488.15	43815208.18	
215	1	0	2402632	35000000.00	9981654.58	0.00	25018345.42	25018345.42	9981654.58	0.00	
215	1	0	2402633	35000000.00	9879060.19	0.00	25120939.81	25120939.81	9879060.19	0.00	
290	1	0	2402635	72000000.00	71592843.67	0.00	407156.33	407156.33	69451632.98	48593545.22	
302	1	0	2402636	49500000.00	4652701.46	0.00	44847298.54	44847298.54	4652701.46	26000000.00	
302	1	0	2402639	26000000.00	0.00	0.00	26000000.00	26000000.00	0.00	26000000.00	
460	1	0	2402641	32000000.00	29254019.11	0.00	2745980.89	2745980.89	25840626.93	64563160.10	
295	1	0	2402642	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	20000000.00	
322	1	0	2402644	50000000.00	42231536.54	0.00	7768463.46	7768463.46	42193566.04	48181278.42	
245	1	0	2402645	9270000.00	0.00	0.00	9270000.00	9270000.00	0.00	9270000.00	
225	1	0	2402646	12000000.00	10476239.91	0.00	1523760.09	1523760.09	10476239.91	6398226.38	
960	2	0	2402647							55694560.04	
921	2	0	2402648							159839282.00	
343	1	0	2402649	6500000.00	4306365.94	0.00	2193634.06	2193634.06	4306365.94	0.00	
285	1	0	2402650	55000000.00	36248793.30	0.00	18751206.70	18751206.70	36248793.30	79211955.14	
295	1	0	2402651	28000000.00	0.00	0.00	28000000.00	28000000.00	0.00	28000270.00	
205	1	0	2402653	6500000.00	0.00	0.00	6500000.00	6500000.00	0.00	6500000.00	
265	1	0	2402655	75000000.00	49003165.95	0.00	25996834.05	25996834.05	49003165.95	95944899.59	
290	1	0	2402659	12000000.00	0.00	0.00	12000000.00	12000000.00	0.00	14469147.60	
341	1	0	2402660	25000000.00	15544157.83	0.00	9455842.17	9455842.17	15544157.83	0.00	
255	1	0	2402661	45000000.00	31425540.04	0.00	13574459.96	13574459.96	8758873.38	50130913.65	
660	1	0	2402663	30000000.00	26707593.07	0.00	3292406.93	3292406.93	19648397.92	30000000.00	
295	1	0	2402664	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	0.00	
346	1	0	2402665	49900000.00	7539872.32	0.00	42360127.68	42360127.68	7539872.32	0.00	
255	1	0	2402666	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	7596240.60	
215	1	0	2402668	17200000.00	10936424.39	0.00	6263575.61	6263575.61	10936424.39	0.00	
290	1	0	2402669	20000000.00	18019030.64	0.00	1980969.36	1980969.36	18019030.64	12942273.65	
290	1	0	2402670	13500000.00	11617647.68	0.00	1882352.32	1882352.32	11617647.68	15933235.13	
290	1	0	2402671	30000000.00	29439951.39	0.00	560048.61	560048.61	0.00	31006417.90	
250	1	0	2402672	10900000.00	8178415.65	0.00	2721584.35	2721584.35	6838815.36	0.00	
285	1	0	2402673	25000000.00	23456175.60	0.00	1543824.40	1543824.40	23456175.60	17711371.97	
265	1	0	2402675	50000000.00	43040083.67	0.00	6959916.33	6959916.33	43040083.67	26918744.80	
623	1	0	2402676	54000000.00	46523398.00	0.00	7476602.00	7476602.00	46523398.00	0.00	
215	1	0	2402677	49950000.00	28631041.85	0.00	21318958.15	21318958.15	28631041.85	0.00	
260	1	0	2402678	40000000.00	28945341.48	0.00	11054658.52	11054658.52	28945341.48	0.00	
290	1	0	2402679	25000000.00	12765301.02	0.00	12234698.98	12234698.98	12765301.02	87310546.56	
290	1	0	2402681	80000000.00	38379722.25	0.00	41620277.75	41620277.75	38379722.25	90566234.86	
297	1	0	2402682	28300000.00	22698660.73	0.00	5601339.27	5601339.27	22698660.73	26652611.12	
290	1	0	2402685	60000000.00	57235296.11	0.00	2764703.89	2764703.89	57235296.11	84744424.37	
948	1	3	2402686	8000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
342	1	0	2402687	9600000.00	8267186.24	0.00	1332813.76	1332813.76	8267186.24	3495477.72	
250	1	0	2402688	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	15000000.00	
290	1	0	2402689	10000000.00	5836641.00	0.00	4163359.00	4163359.00	436641.00	10000000.00	
210	1	3	2402690	5500000.00	0.00	0.00	0.00	0.00	0.00	2070724.86	
255	1	0	2402691	50000000.00	45353426.78	0.00	4646573.22	4646573.22	39660559.38	0.00	
260	1	0	2402693	20000000.00	16500304.70	0.00	3499695.30	3499695.30	16500304.70	14611737.84	
250	1	0	2402694	6500000.00	0.00	0.00	6500000.00	6500000.00	0.00	17060513.57	
210	1	3	2402695	5300000.00	0.00	0.00	0.00	0.00	0.00	1459071.79	
370	1	0	2402696	10000000.00	5661161.64	0.00	4338838.36	4338838.36	5661161.64	37944620.17	
541	1	0	2402698	34300000.00	0.00	0.00	34300000.00	34300000.00	0.00	33743871.76	
290	1	0	2402700	5000000.00	2500000.00	0.00	2500000.00	2500000.00	2500000.00	5000000.00	
215	1	0	2402705	25000000.00	10045472.05	0.00	14954527.95	14954527.95	10045472.05	0.00	
285	1	0	2402707	50000000.00	44453082.44	0.00	5546917.56	5546917.56	44453082.44	27691776.00	
343	1	0	2402708	45000000.00	9081936.85	0.00	35918063.15	35918063.15	0.00	154250164.00	
250	1	0	2402709	15000000.00	2218681.81	0.00	12781318.19	12781318.19	2218681.81	15000000.00	
660	1	0	2402711	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	29870486.45	
297	1	0	2402712	100000000.00	67270612.89	0.00	32729387.11	32729387.11	67270612.89	160633291.73	
346	1	0	2402713	25000000.00	17041303.47	0.00	7958696.53	7958696.53	17041303.47	0.00	
949	2	3	2402719							2632165107.49	
290	1	0	2402720	50000000.00	48126531.37	0.00	1873468.63	1873468.63	817783.91	66415681.22	
290	1	0	2402722	23000000.00	0.00	0.00	23000000.00	23000000.00	0.00	28366400.39	
660	1	0	2402725	35000000.00	29668608.10	0.00	5331391.90	5331391.90	26509802.37	35000000.00	
943	1	0	2402727	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	0.00	
255	1	0	2402728	100000000.00	77032102.69	0.00	22967897.31	22967897.31	67516255.54	0.00	
250	1	0	2402729	10000000.00	2003744.97	0.00	7996255.03	7996255.03	2003744.97	8311014.60	
295	1	0	2402730	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	31015719.14	
295	1	0	2402731	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	18050686.49	
290	1	0	2402733	10000000.00	8632994.53	0.00	1367005.47	1367005.47	8632994.53	10000000.00	
290	1	0	2402737	9800000.00	0.00	0.00	9800000.00	9800000.00	0.00	9800000.00	
285	1	0	2402738	100000000.00	59627511.68	0.00	40372488.32	40372488.32	59627511.68	111181247.19	
905	1	0	2402739	180000000.00	109462556.15	0.00	70537443.85	70537443.85	39861902.82	228650577.59	
326	1	3	2402740	15000000.00	0.00	0.00	0.00	0.00	0.00	121786810.66	
285	1	0	2402748	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	9082221.67	
210	1	3	2402749	5100000.00	0.00	0.00	0.00	0.00	0.00	2540634.73	
285	1	0	2402751	16000000.00	6970310.06	0.00	9029689.94	9029689.94	6970310.06	68798160.35	
343	1	0	2402752	25000000.00	10235122.66	0.00	14764877.34	14764877.34	10235122.66	0.00	
362	1	0	2402754	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	20744485.22	
215	1	0	2402755	43300000.00	27597674.98	0.00	15702325.02	15702325.02	27597674.98	45307941.07	
302	1	0	2402756	18000000.00	3426883.45	0.00	14573116.55	14573116.55	0.00	34684612.45	
250	1	0	2402760	14800000.00	0.00	0.00	0.00	0.00	0.00	9399558.42	
285	1	0	2402761	50000000.00	7325150.86	0.00	42674849.14	42674849.14	7325150.86	100000000.00	
240	1	0	2402762	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	0.00	
250	1	0	2402763	22000000.00	15530437.89	0.00	6469562.11	6469562.11	15530437.89	22000000.00	
322	1	0	2402764	45000000.00	0.00	0.00	0.00	0.00	0.00	115786718.31	
290	1	0	2402767	6400000.00	3200000.00	0.00	3200000.00	3200000.00	3200000.00	6400000.00	
215	1	0	2402768	42700000.00	27931393.66	0.00	14768606.34	14768606.34	27931393.66	0.00	
210	1	0	2402769	35000000.00	22326026.00	0.00	12673974.00	12673974.00	22326026.00	16582653.81	
290	1	0	2402777	10000000.00	8700936.60	0.00	1299063.40	1299063.40	0.00	8647982.29	
346	1	0	2402778	48500000.00	20653197.63	0.00	27846802.37	27846802.37	20653197.63	48500000.00	
290	1	0	2402779	10000000.00	4670778.43	0.00	5329221.57	5329221.57	4670778.43	21830893.76	
260	1	0	2402782	49500000.00	31450251.41	0.00	18049748.59	18049748.59	31450251.41	26882775.66	
920	1	0	2402785	35000000.00	30852214.74	0.00	4147785.26	4147785.26	30852214.74	713405.72	
342	1	0	2402786	6400000.00	5660942.29	0.00	739057.71	739057.71	5660942.29	0.00	
919	1	0	2402787	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	24710413.73	
341	1	0	2402788	34000000.00	0.00	0.00	34000000.00	34000000.00	0.00	0.00	
342	1	3	2402789	30000000.00	0.00	0.00	0.00	0.00	0.00	56332893.25	
954	1	3	2402791	11000000.00	0.00	0.00	0.00	0.00	0.00	8383892.57	
265	1	0	2402793	27000000.00	0.00	0.00	0.00	0.00	0.00	27000000.00	
660	1	0	2402794	45000000.00	32025776.56	0.00	12974223.44	12974223.44	25935629.57	45000000.00	
215	1	0	2402795	20000000.00	0.00	0.00	0.00	0.00	0.00	45346519.19	
321	1	3	2402796	2239562.89	0.00	2239562.89	0.00	0.00	0.00	0.00	
322	1	0	2402799	356000000.00	317143107.23	0.00	38856892.77	38856892.77	317143107.23	0.00	
346	1	0	2402800	38900000.00	0.00	0.00	0.00	0.00	0.00	38900000.00	
215	1	0	2402801	490000000.00	435623721.65	908736.80	53467541.55	54376278.35	374923705.92	0.00	
341	1	0	2402803	26000000.00	19073422.69	0.00	6926577.31	6926577.31	19038204.93	0.00	
260	1	0	2402805	50000000.00	25638308.15	0.00	24361691.85	24361691.85	25638308.15	33851368.35	
215	1	0	2402807	110000000.00	18031873.64	0.00	91968126.36	91968126.36	18031873.64	0.00	
268	1	0	2402810	11500000.00	9772082.36	0.00	1727917.64	1727917.64	9772082.36	11500000.00	
660	1	0	2402811	50000000.00	23712541.72	0.00	26287458.28	26287458.28	23712541.72	0.00	
290	1	0	2402812	15000000.00	12911753.64	0.00	2088246.36	2088246.36	12911753.64	29397643.80	
290	1	0	2402814	19000000.00	16412298.43	0.00	2587701.57	2587701.57	16412298.43	10191383.01	
290	1	0	2402816	7000000.00	5910744.57	0.00	1089255.43	1089255.43	5910744.57	6945905.56	
346	1	0	2402817	26000000.00	16234422.60	0.00	9765577.40	9765577.40	16234422.60	0.00	
290	1	0	2402820	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	4980242.30	
280	1	0	2402821	45000000.00	0.00	0.00	45000000.00	45000000.00	0.00	91819435.61	
290	1	0	2402822	15000000.00	14477581.90	0.00	522418.10	522418.10	12688300.88	47676984.00	
346	1	0	2402829	80000000.00	51567241.66	0.00	28432758.34	28432758.34	51567241.66	0.00	
290	1	0	2402830	120000000.00	58452973.68	0.00	61547026.32	61547026.32	58452973.68	120000000.00	
255	1	0	2402832	40000000.00	27096562.66	0.00	12903437.34	12903437.34	16037806.81	38103901.69	
265	1	0	2402833	25000000.00	21561451.96	0.00	3438548.04	3438548.04	21481707.46	25000000.00	
250	1	0	2402834	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	87075805.44	
295	1	0	2402835	10000000.00	0.00	3181932.80	6818067.20	10000000.00	0.00	10050341.53	
265	1	0	2402836	25645000.00	0.00	0.00	25645000.00	25645000.00	0.00	27460146.27	
290	1	0	2402837	4500000.00	3912195.73	0.00	587804.27	587804.27	3912195.73	4486983.45	
265	1	0	2402838	32000000.00	0.00	0.00	32000000.00	32000000.00	0.00	33678783.95	
220	1	0	2402839	20000000.00	11573348.34	0.00	8426651.66	8426651.66	2663340.51	20000000.00	
280	1	0	2402840	172000000.00	111809833.52	0.00	60190166.48	60190166.48	111809833.52	146601744.41	
215	1	0	2402841	15000000.00	2569017.45	0.00	12430982.55	12430982.55	2569017.45	3939177.38	
285	1	0	2402844	23000000.00	8435938.28	0.00	14564061.72	14564061.72	8435938.28	13197437.18	
290	1	0	2402845	50000000.00	43697430.12	0.00	6302569.88	6302569.88	43697430.12	95475813.04	
250	1	0	2402846	100000000.00	58131416.32	0.00	41868583.68	41868583.68	53698832.72	124269841.58	
341	1	0	2402848	47000000.00	36852923.70	0.00	10147076.30	10147076.30	36852923.70	0.00	
321	1	0	2402849	10000000.00	6797526.65	0.00	3202473.35	3202473.35	6797526.65	6049057.17	
290	1	0	2402851	10000000.00	8699304.09	0.00	1300695.91	1300695.91	8667656.69	9975787.02	
215	1	0	2402852	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	0.00	
297	1	0	2402853	2000000.00	0.00	0.00	2000000.00	2000000.00	0.00	2000000.00	
946	1	0	2402854	800000000.00	137592636.15	0.00	662407363.85	662407363.85	0.00	0.00	
290	1	0	2402857	7000000.00	5428381.72	0.00	1571618.28	1571618.28	4510223.22	7000000.00	
210	1	0	2402860	24400000.00	0.00	0.00	24400000.00	24400000.00	0.00	13139845.53	
341	1	0	2402861	80000000.00	0.00	0.00	0.00	0.00	0.00	102077096.76	
290	1	0	2402862	11000000.00	6508633.12	0.00	4491366.88	4491366.88	6508633.12	5731399.50	
285	1	0	2402865	40000000.00	21962224.08	0.00	18037775.92	18037775.92	21962224.08	40000000.00	
290	1	0	2402867	50000000.00	29312244.43	0.00	20687755.57	20687755.57	29312244.43	50000000.00	
290	1	0	2402871	30000000.00	26279526.18	0.00	3720473.82	3720473.82	26279526.18	40074338.52	
341	1	0	2402872	2000000.00	0.00	0.00	2000000.00	2000000.00	0.00	0.00	
220	1	0	2402873	10000000.00	10000000.00	0.00	0.00	0.00	6811637.45	10000000.00	
285	1	0	2402874	67000000.00	0.00	0.00	67000000.00	67000000.00	0.00	67000000.00	
210	1	3	2402876	5000000.00	0.00	0.00	0.00	0.00	0.00	2157709.81	
260	1	0	2402877	50000000.00	31889621.95	0.00	18110378.05	18110378.05	31889621.95	0.00	
302	1	0	2402878	24500000.00	15160080.13	0.00	9339919.87	9339919.87	15160080.13	24500000.00	
302	1	0	2402879	55000000.00	40392480.45	0.00	14607519.55	14607519.55	36773085.42	55000000.00	
302	1	0	2402880	150000000.00	0.00	0.00	150000000.00	150000000.00	0.00	183627027.91	
290	1	0	2402881	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	20000000.00	
210	1	0	2402882	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	17129936.35	
210	1	3	2402883	7200000.00	0.00	0.00	0.00	0.00	0.00	1503880.07	
210	1	0	2402884	20000000.00	17100439.43	0.00	2899560.57	2899560.57	17100439.43	0.00	
362	1	0	2402885	75000000.00	25851471.19	0.00	49148528.81	49148528.81	25851471.19	106392290.16	
936	1	0	2402886	50013180.00	0.00	0.00	0.00	0.00	0.00	21038978.67	
341	1	0	2402887	27000000.00	8365706.21	0.00	18634293.79	18634293.79	8365706.21	0.00	
346	1	0	2402888	100000000.00	66844099.24	0.00	33155900.76	33155900.76	34116501.14	0.00	
255	1	0	2402890	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	0.00	
210	1	3	2402891	6795920.00	0.00	0.00	0.00	0.00	0.00	13353072.70	
210	1	3	2402893	5100000.00	0.00	0.00	0.00	0.00	0.00	0.00	
346	1	0	2402894	30000000.00	9863317.01	0.00	20136682.99	20136682.99	9863317.01	0.00	
345	1	0	2402896	7000000.00	3527853.03	0.00	3472146.97	3472146.97	3527853.03	5649641.04	
290	1	0	2402897	11000000.00	0.00	0.00	11000000.00	11000000.00	0.00	11000000.00	
250	1	0	2402899	13800000.00	0.00	0.00	0.00	0.00	0.00	13800000.00	
341	1	0	2402900	15000000.00	12363566.82	0.00	2636433.18	2636433.18	10944794.32	0.00	
322	1	0	2402902	44000000.00	35551619.87	0.00	8448380.13	8448380.13	35551619.87	44000000.00	
285	1	0	2402905	95000000.00	82499280.33	0.00	12500719.67	12500719.67	0.00	110091775.64	
255	1	0	2402907	14000000.00	1132962.06	0.00	12867037.94	12867037.94	0.00	0.00	
290	1	0	2402908	10000000.00	8727782.39	0.00	1272217.61	1272217.61	8727782.39	12881761.15	
290	1	0	2402909	5000000.00	4305567.44	0.00	694432.56	694432.56	4305567.44	5000000.00	
205	1	0	2402910	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	62774798.81	
480	1	0	2402913	15000000.00	12571584.12	0.00	2428415.88	2428415.88	12571584.12	15000000.00	
260	1	0	2402914	20000000.00	12027163.81	0.00	7972836.19	7972836.19	12027163.81	20000000.00	
290	1	0	2402915	21000000.00	18347463.66	0.00	2652536.34	2652536.34	18347463.66	11824009.39	
660	1	0	2402917	10000000.00	8076195.01	0.00	1923804.99	1923804.99	8076195.01	0.00	
290	1	0	2402918	10000000.00	9017782.37	0.00	982217.63	982217.63	0.00	21012629.27	
260	1	0	2402919	75000000.00	0.00	0.00	75000000.00	75000000.00	0.00	76225233.03	
250	1	0	2402920	5000000.00	4450688.93	0.00	549311.07	549311.07	4450688.93	6599269.84	
255	1	0	2402921	26000000.00	2918735.59	0.00	23081264.41	23081264.41	2918735.59	0.00	
215	1	0	2402922	14000000.00	0.00	0.00	14000000.00	14000000.00	0.00	0.00	
321	1	0	2402924	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	25000000.00	
265	1	0	2402926	9000000.00	6654631.27	0.00	2345368.73	2345368.73	6654631.27	9000000.00	
341	1	0	2402933	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
660	1	0	2402934	35000000.00	24448160.63	0.00	10551839.37	10551839.37	24448160.63	0.00	
255	1	0	2402935	25000000.00	21635392.33	0.00	3364607.67	3364607.67	21635392.33	25000000.00	
265	1	0	2402936	12000000.00	4781989.53	0.00	7218010.47	7218010.47	4781989.53	13285166.70	
334	1	0	2402937	12000000.00	6730750.09	0.00	5269249.91	5269249.91	6730750.09	0.00	
290	1	0	2402939	25000000.00	1778114.37	0.00	23221885.63	23221885.63	1778114.37	23124250.39	
290	1	0	2402941	50000000.00	34911725.68	0.00	15088274.32	15088274.32	34911725.68	50909264.69	
342	1	0	2402942	50000000.00	21833473.98	0.00	28166526.02	28166526.02	21833473.98	50009959.19	
250	1	0	2402944	50000000.00	13082312.30	0.00	36917687.70	36917687.70	0.00	0.00	
302	1	0	2402945	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
343	1	0	2402946	10000000.00	6947397.30	0.00	3052602.70	3052602.70	6947397.30	0.00	
331	1	0	2402947	47409000.00	30952610.73	0.00	16456389.27	16456389.27	30952610.73	24838241.19	
290	1	0	2402948	10000000.00	7431757.06	0.00	2568242.94	2568242.94	7431757.06	10000000.00	
331	1	0	2402951	80000000.00	0.00	0.00	0.00	0.00	0.00	86580060.28	
265	1	0	2402952	20000000.00	17843779.52	0.00	2156220.48	2156220.48	8599701.50	20000000.00	
322	1	0	2402953	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	6962738.51	
290	1	0	2402954	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	8557516.97	
290	1	0	2402955	225000000.00	225000000.00	0.00	0.00	0.00	225000000.00	0.00	
297	1	0	2402956	50000000.00	26552242.30	0.00	23447757.70	23447757.70	0.00	56391608.45	
341	1	0	2402957	16000000.00	5166738.88	0.00	10833261.12	10833261.12	5166738.88	0.00	
321	1	0	2402960	30000000.00	0.00	0.00	0.00	0.00	0.00	60005487.94	
285	1	0	2402961	7000000.00	1389628.90	0.00	5610371.10	5610371.10	1389628.90	14096688.04	
302	1	0	2402962	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	0.00	
290	1	0	2402963	5000000.00	3388285.33	0.00	1611714.67	1611714.67	3388285.33	5000000.00	
210	1	0	2402964	10000000.00	7142856.00	0.00	2857144.00	2857144.00	0.00	9507104.08	
210	1	3	2402965	6800000.00	0.00	0.00	0.00	0.00	0.00	1045983.85	
210	1	3	2402966	7700000.00	0.00	0.00	0.00	0.00	0.00	2415017.70	
255	1	0	2402968	48000000.00	41893932.60	0.00	6106067.40	6106067.40	36488930.70	0.00	
275	1	0	2402974	47000000.00	30115011.68	0.00	16884988.32	16884988.32	30115011.68	17240371.88	
302	1	0	2402975	55000000.00	30451570.84	0.00	24548429.16	24548429.16	30451570.84	118238886.06	
215	1	0	2402977	74500000.00	33788230.85	0.00	40711769.15	40711769.15	33788230.85	0.00	
